latitudes,longitudes,Year,Month,Day,Time,hum_1,hum_2,hum_3,hum_4,hum_5,hum_6,hum_7,hum_8,hum_9,hum_10,hum_11,hum_12,hum_13,hum_14,hum_15,hum_16,hum_17,hum_18,hum_19,hum_20,hum_21,hum_22,hum_23,hum_24,hum_25,hum_26,hum_27,hum_28,hum_29,hum_30
-22.50,-161.80,2022,1,1,21.56,77.2231,63.641,57.1334,65.2777,48.4067,14.1547,2.7299,17.5699,20.8637,20.3907,17.6443,27.2648,37.8288,39.0599,55.7392,38.9244,22.8355,14.7664,9.6893,5.3423,3.3173,1.8719,1.3189,0.7738,0.5521,0.3681,0.2417,0.178,0.118,0.0723
15.94,-154.94,2022,1,1,21.57,81.5237,76.7086,59.9404,31.7564,19.4445,1.7744,34.7415,31.5497,12.0605,5.5325,6.3643,5.2179,4.4575,6.0038,8.2223,14.22,23.1991,16.1568,13.423,9.8108,3.3783,1.5691,1.4033,1.1155,0.7282,0.4054,0.2557,0.1933,0.1498,0.1075
-26.60,24.35,2022,1,1,21.59,NAN,19.3863,26.1545,18.7115,10.4804,19.1543,10.1543,14.0734,13.2946,13.5577,12.5694,9.0315,7.2707,9.4285,13.2306,19.472,15.4812,18.7695,10.977,5.1504,2.3142,1.2923,0.8876,0.8017,0.6607,0.4373,0.2601,0.1996,0.1441,0.0895
-31.99,151.22,2022,1,1,21.65,68.7807,60.8254,44.2821,48.9031,29.3991,25.5819,16.8088,1.1932,-0.5272,0.8223,0.9278,0.3779,0.7332,2.0479,5.9686,11.0138,14.0263,16.6153,12.9315,4.7585,3.1587,1.929,1.5322,1.1514,0.7147,0.4468,0.3121,0.2158,0.1294,0.0754
30.18,-18.56,2022,1,1,21.65,22.4925,17.1802,13.7539,18.9395,16.1032,15.3409,22.8212,22.3921,22.8666,31.3342,33.4506,37.3508,53.8664,42.9475,15.6195,8.9493,7.5398,5.9926,3.3937,2.7478,1.7799,1.1271,0.9362,0.929,0.867,0.5674,0.3447,0.2191,0.1427,0.1007
-44.81,160.56,2022,1,1,21.67,70.1929,10.4849,10.0404,14.3176,17.541,29.3924,36.6732,48.4015,48.2459,40.7788,17.6967,6.8206,2.5768,1.4314,2.2978,3.1144,3.7727,4.9746,3.2036,1.6969,1.3669,0.9728,0.7327,0.5525,0.3785,0.247,0.1685,0.1317,0.1037,0.0779
-6.84,-23.21,2022,1,1,21.7,76.6283,61.4295,40.3557,31.7234,18.9605,3.5359,11.6822,10.8993,14.7092,31.1664,17.9686,17.9213,18.5823,25.5377,22.5995,17.518,18.8596,21.4672,20.076,11.3491,5.8414,3.3788,2.5731,1.8233,1.3112,0.6184,0.2393,0.1298,0.0759,0.0447
-8.97,12.58,2022,1,1,21.7,76.0155,59.6368,58.9905,69.1887,67.7777,77.8526,48.9522,35.6193,23.5564,41.9495,40.1821,43.8616,46.0514,41.051,36.3979,51.3768,35.4078,33.3349,48.8728,6.7775,3.7501,2.4117,1.3918,1.0605,0.6961,0.4631,0.3305,0.1766,0.1147,0.0863
-9.52,-174.84,2022,1,1,21.76,71.4623,39.5965,57.9658,61.4967,62.2561,82.6614,77.0456,60.1735,62.4749,57.6861,56.4573,54.408,51.7015,52.4909,42.9809,42.8402,52.0176,47.975,17.9453,9.4161,5.1716,3.6209,2.1054,0.8543,0.6376,0.4767,0.2586,0.1535,0.1031,0.0696
-73.45,159.44,2022,1,1,21.8,NAN,NAN,61.1861,39.6174,6.6884,16.1388,26.4195,44.9373,35.4704,16.4691,6.6854,3.362,2.5997,1.7791,1.0076,0.5039,0.3284,0.2105,0.1389,0.0966,0.0834,0.0661,0.0552,0.0368,0.0259,0.0208,0.0175,0.0149,0.0121,0.0102
-71.12,-145.01,2022,1,1,21.81,77.0998,52.9551,38.8382,20.0906,12.7174,12.8608,28.925,40.1407,42.7852,37.8503,14.7967,4.916,2.0212,1.053,0.6699,0.4131,0.2534,0.1659,0.1111,0.0853,0.0703,0.0534,0.0404,0.0358,0.0391,0.034,0.0283,0.0247,0.0192,0.0139
23.21,9.66,2022,1,1,21.84,44.1802,27.2208,3.3334,5.2118,3.4001,5.2436,5.5732,5.0506,6.1371,10.0858,6.9044,9.7527,10.04,8.3042,7.2561,9.5545,8.7352,10.7815,9.274,5.9681,3.0768,1.621,1.0883,0.8952,0.6054,0.4247,0.3155,0.2522,0.2058,0.157
-26.29,157.66,2022,1,1,21.85,77.348,78.2512,75.9373,65.0892,60.6836,55.4516,47.0921,46.014,32.8893,33.3109,23.4723,8.8867,5.262,5.69,11.0265,19.0188,23.641,27.7988,16.1482,9.571,5.216,2.8161,1.3063,0.8916,0.6764,0.5053,0.3098,0.1937,0.1185,0.0788
22.01,-0.13,2022,1,1,21.86,14.2293,15.1136,8.2088,14.4578,17.7855,6.5261,6.132,3.6017,4.9667,8.6913,10.9747,15.5278,13.8231,11.8455,10.1198,10.0101,8.497,7.4718,7.1319,4.0461,3.7969,2.0118,1.345,0.802,0.596,0.5635,0.3725,0.2208,0.1672,0.1278
-65.43,70.24,2022,1,1,21.91,70.2233,53.5148,48.1242,23.2711,26.1617,18.646,16.486,18.2441,7.1682,3.2123,1.9063,0.9429,0.6254,0.6105,0.5579,0.5529,0.4811,0.3766,0.3289,0.2486,0.2009,0.1587,0.1529,0.1231,0.0941,0.0705,0.0515,0.0402,0.0312,0.024
65.44,-86.27,2022,1,1,21.91,72.6475,82.9278,80.7773,59.3949,52.9602,50.6442,40.1499,42.5687,60.7693,26.6075,9.0178,5.7205,5.9783,5.7679,5.7415,5.7118,6.5928,7.7206,10.3184,12.6518,14.6772,17.3722,18.513,19.4706,17.2985,13.2089,10.63,9.1965,7.6558,6.1002
35.45,-40.63,2022,1,1,21.92,66.6995,55.6321,42.4865,30.843,41.155,47.1236,58.0839,64.014,68.9845,45.2589,37.8157,29.1412,9.5748,3.7023,2.1949,2.6799,2.8652,2.7123,2.4155,1.7502,1.3499,1.6577,1.0175,0.5444,0.2214,0.0898,0.0804,0.0904,0.0891,0.0987
-46.62,159.77,2022,1,1,21.95,85.6729,44.0495,21.9113,31.2252,20.148,14.3694,16.3031,20.5118,35.5779,40.5692,17.5475,10.8679,3.2221,1.4611,2.1936,3.1029,2.7778,2.9198,2.4854,1.5446,1.1076,0.8039,0.5549,0.4073,0.3256,0.2472,0.1737,0.1158,0.0816,0.0607
42.25,-18.34,2022,1,1,21.97,71.367,62.4119,70.2626,18.8281,2.6913,28.3441,38.7617,37.9417,34.0587,32.4373,41.689,27.0136,10.9914,4.2676,3.6578,2.9686,2.6941,2.6975,2.2505,1.6735,1.622,1.8139,1.3747,0.8393,0.7542,0.4945,0.2231,0.1249,0.0814,0.0527
-59.63,25.84,2022,1,1,22.0,79.7788,61.2953,25.7523,34.4958,39.6532,50.1508,56.6888,49.7157,42.3413,29.7097,6.9249,1.2848,0.8505,0.5993,0.683,0.757,0.672,0.5447,0.4592,0.4104,0.3519,0.2767,0.2303,0.1893,0.1333,0.1018,0.0733,0.0513,0.0381,0.0279
-69.09,-164.68,2022,1,1,22.03,84.1887,86.6363,71.3637,46.0719,28.4109,34.4111,57.5117,46.8295,35.8945,25.0436,8.5834,2.6567,1.292,0.9211,0.5961,0.4696,0.3882,0.2891,0.199,0.1581,0.1343,0.1016,0.0641,0.0517,0.0474,0.0414,0.0302,0.0232,0.0193,0.0169
65.26,162.56,2022,1,1,22.03,74.424,80.0828,75.8211,66.9507,62.7647,59.4149,55.3867,61.2695,55.6461,50.6585,44.1152,11.9905,2.8412,1.8725,1.5544,1.0436,0.6983,0.4791,0.4289,0.4358,0.3938,0.4416,0.3241,0.2214,0.1868,0.172,0.1579,0.1429,0.123,0.103
-44.53,33.13,2022,1,1,22.05,74.1727,65.0492,85.7833,78.1937,81.5902,70.1892,66.6275,51.5142,53.7494,49.7171,9.0503,2.3442,1.1852,1.1736,1.0917,1.0872,1.4265,1.458,1.2084,0.9384,0.712,0.5697,0.5458,0.4082,0.246,0.1545,0.1207,0.1036,0.083,0.0571
61.73,-83.74,2022,1,1,22.12,65.2766,73.8967,64.3538,61.7684,100.3663,132.0119,62.3317,-1.0218,-1.9405,7.0044,5.9095,4.9806,4.2376,4.4445,4.5442,4.4202,4.992,6.2453,8.3767,9.9519,11.9446,14.0905,15.6239,16.6902,22.1838,23.0311,10.1266,2.6959,1.6588,2.4826
-35.90,0.59,2022,1,1,22.12,67.7019,25.4996,20.1497,17.086,7.8399,32.1359,67.0575,65.097,59.1314,55.3729,23.9844,8.284,3.7075,1.7832,1.9767,3.4158,3.4702,4.5472,3.9133,2.6947,1.7282,1.3614,0.9426,0.6146,0.3474,0.2313,0.18,0.1358,0.1004,0.0804
49.09,152.20,2022,1,1,22.13,70.6613,63.3936,53.2573,62.8844,52.7169,86.1402,38.4881,12.4361,45.1012,1.3184,1.7793,0.8236,0.6559,0.5838,0.5301,0.4221,0.3508,0.2855,0.3049,0.3495,0.4041,0.338,0.2054,0.2178,0.2239,0.1894,0.1439,0.1169,0.0716,0.048
-69.74,61.13,2022,1,1,22.17,NAN,NAN,45.8333,15.0597,9.3758,7.4841,9.0975,21.7853,21.1694,23.7986,30.8233,6.6577,1.5606,1.243,0.9165,0.6595,0.5344,0.4128,0.3182,0.2482,0.2146,0.1687,0.1239,0.0966,0.074,0.0606,0.0477,0.0385,0.0297,0.0228
87.67,8.64,2022,1,1,22.17,73.9222,64.0703,48.8111,37.496,38.5307,31.4808,30.343,33.5643,42.5157,49.6956,40.8839,25.8112,18.0626,13.2888,11.1212,11.1891,12.3985,13.7322,14.5895,15.6806,17.0621,17.9171,18.0652,19.5613,17.1534,15.0897,12.2263,9.6167,7.3496,5.617
32.43,-177.22,2022,1,1,22.17,81.5525,59.5309,25.2417,14.7143,11.9825,12.9942,11.586,3.8689,-0.0801,0.695,0.6098,0.8036,0.9959,1.4107,2.4043,4.315,5.8084,10.8094,8.0532,4.5434,3.2346,2.0652,1.5122,1.0614,0.7837,0.5503,0.3585,0.2652,0.2009,0.1391
-24.96,-23.51,2022,1,1,22.2,71.1454,17.6926,1.8345,3.1137,4.1277,6.3522,52.4376,62.7033,30.7377,35.3819,40.8398,50.0406,53.9269,27.1995,10.8814,10.208,10.3276,11.9581,12.6677,7.8545,4.0128,2.2579,1.2278,0.8099,0.5677,0.3781,0.2446,0.1771,0.1251,0.0827
-19.81,-10.27,2022,1,1,22.2,75.1323,27.512,12.8599,11.0834,4.6787,3.0097,4.38,7.702,12.7386,15.0348,20.9927,19.5,19.8942,19.0205,16.4184,17.6032,26.5302,22.5512,13.8327,8.7797,4.5735,2.3069,1.3658,0.8656,0.5508,0.3778,0.2679,0.2013,0.1373,0.0906
23.48,-170.40,2022,1,1,22.22,72.4597,73.1314,69.9493,25.8534,-0.3631,8.2595,8.2846,2.1513,-0.2508,0.2736,0.7142,0.3869,0.9625,2.0957,4.5723,7.3667,12.5262,21.1821,17.6331,12.3381,6.7756,2.8846,1.7437,1.0698,0.57,0.3124,0.2624,0.2633,0.2231,0.1523
-49.29,30.12,2022,1,1,22.26,67.3469,32.0258,30.1391,66.0988,53.9572,50.3742,57.3053,46.054,33.2975,7.3533,3.843,1.5934,0.9582,0.855,0.7755,0.7907,0.9183,0.9066,0.7282,0.6537,0.5771,0.4796,0.3642,0.3008,0.2377,0.158,0.0961,0.0708,0.056,0.0421
67.30,177.90,2022,1,1,22.29,31.4805,75.4288,28.521,19.5714,19.0838,42.975,60.3183,49.5733,39.7633,46.3291,36.1151,13.3036,4.2804,2.4189,1.5814,0.8481,0.7332,0.647,0.4619,0.4664,0.4338,0.4334,0.3524,0.3425,0.314,0.2309,0.188,0.1631,0.1442,0.1245
-57.70,-11.90,2022,1,1,22.3,85.1616,78.6587,70.0957,68.0027,39.7112,46.8778,56.1964,28.5074,9.7717,2.453,1.0233,0.7837,0.5509,0.536,0.4326,0.3723,0.3158,0.3035,0.3021,0.291,0.2578,0.2116,0.1685,0.1485,0.1271,0.0986,0.0732,0.0562,0.043,0.0316
0.04,7.87,2022,1,1,22.3,81.8822,78.0137,63.6812,54.9753,64.9877,75.9626,50.6663,14.3295,6.0813,5.4907,9.4251,25.5549,34.1486,42.5378,52.1819,44.0251,32.8815,46.0084,29.6218,8.0482,5.692,3.5681,2.1097,1.6145,1.179,0.5622,0.1967,0.126,0.1003,0.0701
9.75,160.12,2022,1,1,22.3,70.0484,47.8876,8.69,5.3356,4.0687,3.0319,4.8873,4.21,5.3655,6.394,13.1255,13.8964,25.0657,34.3402,42.1617,51.3372,40.9504,48.6014,22.9706,6.7701,6.2279,3.685,1.7299,1.0098,0.617,0.3412,0.2372,0.2209,0.1851,0.1248
-40.09,-27.13,2022,1,1,22.36,70.7239,53.8511,65.9601,87.0407,86.3312,83.3001,74.2436,68.3835,65.2646,60.9671,54.6043,18.5861,1.2498,1.9466,3.0536,3.6021,4.7146,4.8458,5.3662,3.4965,1.8728,1.2233,0.9189,0.5978,0.4116,0.3125,0.2242,0.1356,0.0816,0.0553
47.11,176.50,2022,1,1,22.39,74.6349,49.6682,57.3061,72.1115,79.2227,71.7871,62.3756,63.0531,63.8157,49.1983,22.6263,5.2157,1.8229,1.165,1.3192,1.1894,1.1377,1.1537,0.8549,0.7443,0.58,0.47,0.4332,0.3529,0.2648,0.1707,0.114,0.102,0.0959,0.0816
33.83,146.27,2022,1,1,22.4,58.0638,53.2802,20.9829,-9.3537,-0.4165,26.3374,12.2769,-4.7013,-1.427,2.6831,2.0664,1.5846,1.4423,1.7208,3.0925,4.3296,4.9476,4.6627,2.7081,2.9282,2.3125,1.3245,0.7955,0.6087,0.3667,0.3016,0.2854,0.2373,0.1735,0.1159
-31.85,2.03,2022,1,1,22.41,53.9115,12.4016,6.1414,9.3513,-0.2534,22.3415,61.6763,70.3264,66.6611,58.7201,55.1041,48.5383,13.3423,6.2503,4.7675,5.2927,5.2235,4.763,4.3974,4.0721,2.7697,1.441,0.8217,0.5375,0.3913,0.3219,0.2493,0.1916,0.1275,0.0843
-10.37,149.35,2022,1,1,22.41,74.7708,62.206,64.7278,64.1882,49.8068,63.3954,61.311,61.3143,56.6391,53.7986,57.1895,50.1026,44.9283,36.5427,35.4183,42.2301,41.5364,67.1522,40.6222,8.082,3.8889,2.3416,1.8349,0.826,0.7232,0.5739,0.2767,0.1536,0.0996,0.0789
-27.65,179.58,2022,1,1,22.47,74.3946,25.446,11.413,20.0957,2.6944,-0.906,3.6678,5.8609,9.5488,5.8079,7.9113,8.0443,6.8146,5.0367,5.4449,6.2592,9.9195,13.7456,8.1895,3.4247,3.1183,2.1541,1.6748,1.0411,0.6395,0.4601,0.3092,0.1864,0.1103,0.0733
39.08,2.40,2022,1,1,22.49,36.0193,7.024,4.9476,3.3351,5.3044,6.1748,9.7233,13.3278,29.9953,40.1163,44.1419,36.1004,29.6123,19.7588,7.7116,5.0354,5.8709,5.1523,3.1429,3.2418,2.274,1.4981,1.2548,1.0858,0.7398,0.4632,0.3503,0.2371,0.1381,0.0899
-31.04,138.95,2022,1,1,22.52,32.5522,34.0328,48.2489,49.4148,28.6811,9.2723,19.7997,41.7001,3.7198,1.389,1.5897,2.0606,2.2129,2.8141,4.774,9.4561,15.3376,13.9529,6.5621,6.0854,4.3431,2.248,1.4933,1.0145,0.5029,0.3344,0.2511,0.1616,0.1381,0.1269
49.84,-13.39,2022,1,1,22.53,70.591,58.4946,52.7614,55.0055,49.7955,48.3758,44.8507,41.2061,4.3277,7.0785,6.3404,2.6567,2.1325,1.759,2.07,1.819,1.7591,2.3678,1.7591,1.5529,1.6062,1.9316,1.8644,1.2728,0.8542,0.6448,0.3896,0.2525,0.1638,0.0785
-2.35,-0.45,2022,1,1,22.53,82.9232,75.4082,57.688,51.6238,46.2767,35.8683,7.63,4.4306,6.0476,7.8304,15.6216,21.2688,38.187,56.7334,41.5152,44.572,60.417,42.3423,16.5224,14.4145,4.784,2.7313,1.9965,1.642,1.0909,0.5463,0.2376,0.1381,0.0944,0.0652
8.51,-178.98,2022,1,1,22.54,66.3946,36.8979,12.5597,9.9743,0.6256,2.0094,2.9463,4.2242,2.8251,3.2075,3.4837,5.1591,9.9649,17.0129,25.9324,31.5316,54.5406,63.3054,24.2316,12.0744,4.9403,2.533,1.5265,0.9268,0.6568,0.4419,0.2795,0.1911,0.1307,0.0883
49.00,-56.55,2022,1,1,22.59,85.1889,63.0561,58.2083,52.7837,32.657,62.8464,52.523,73.1044,23.7115,29.0076,11.8809,5.5431,4.2607,3.0287,2.3022,1.7982,1.7569,1.9318,2.1882,2.0561,2.5941,2.4609,2.2665,2.1087,1.395,0.965,0.8161,0.6629,0.456,0.2735
-53.66,146.56,2022,1,1,22.6,76.2562,59.8797,42.4178,22.1073,-1.5604,11.0304,15.6598,22.409,6.3765,3.002,2.259,1.554,1.2221,1.1875,1.06,0.9808,0.7717,0.4839,0.3053,0.2058,0.1985,0.1821,0.147,0.1201,0.103,0.0876,0.0742,0.0544,0.0409,0.0299
-8.09,140.36,2022,1,1,22.61,84.2996,84.7414,71.7369,68.0561,70.3815,66.7056,60.0073,54.2457,59.0152,44.3559,41.8003,46.0819,52.3682,49.9171,46.5234,44.078,52.8251,39.5811,15.6745,7.6044,4.4186,2.9423,2.3988,1.4914,0.7998,0.4271,0.2373,0.1549,0.1034,0.0711
15.66,-35.99,2022,1,1,22.64,53.4498,20.1306,3.152,6.0419,5.5908,4.7643,-0.2546,5.0233,7.4474,21.8334,42.8871,55.7318,49.8398,26.2607,18.4183,10.5791,11.14,15.5545,13.1486,8.8028,5.4359,2.7805,1.6373,1.0873,0.6241,0.3958,0.2498,0.1773,0.128,0.0931
-9.05,172.83,2022,1,1,22.64,81.44,82.0811,74.8181,76.4528,80.0071,77.8095,73.7389,63.5177,56.3898,64.0849,65.1799,59.6032,53.9645,50.5599,45.0776,45.482,47.2004,49.3225,22.4266,8.5877,7.035,3.9177,2.3029,1.0654,0.5943,0.3625,0.2263,0.1559,0.1105,0.0786
29.17,-1.27,2022,1,1,22.67,45.3939,14.173,15.854,12.2995,14.7125,10.5323,17.6337,34.2444,37.4768,11.4825,23.3296,24.3747,15.5331,8.7592,5.7121,4.8566,5.5613,5.2619,4.7017,3.9603,2.7109,1.9084,1.4478,0.9137,0.6769,0.5197,0.391,0.2979,0.2056,0.1311
26.66,-18.09,2022,1,1,22.69,21.2971,17.9141,7.5673,4.2513,13.4622,14.9118,8.1927,13.7301,14.416,9.0254,18.0431,31.0571,47.1337,32.0227,12.7279,9.6726,10.1621,8.3513,4.555,2.5611,1.8313,1.5921,1.1446,0.956,0.8067,0.5548,0.3289,0.2452,0.1893,0.1338
-72.25,-161.46,2022,1,1,22.7,67.3466,53.522,35.8463,35.1044,43.5384,64.5327,62.2723,57.197,53.5338,57.0743,17.2843,5.0911,2.1191,1.1445,0.6776,0.4013,0.2931,0.2073,0.1352,0.1089,0.0895,0.0663,0.0495,0.0372,0.0319,0.0295,0.0237,0.0198,0.0169,0.0136
-21.70,152.12,2022,1,1,22.72,76.8358,49.2767,16.4957,2.6504,17.9807,12.2615,1.4839,-2.0255,2.4062,2.3068,2.0249,3.1636,4.9796,6.8529,9.6699,24.7918,53.152,53.9027,27.4241,7.3841,4.1486,2.8886,1.8323,1.2638,0.693,0.358,0.195,0.1301,0.1063,0.0873
75.59,-111.10,2022,1,1,22.72,61.8789,44.0024,58.7952,59.958,52.3459,51.7819,54.3618,59.9124,47.9861,55.2087,32.5834,12.8327,8.41,6.9858,6.0938,5.501,5.3583,6.0744,6.6233,7.5137,8.2076,8.1304,7.9806,7.3349,6.7608,5.9036,4.0656,3.2663,2.7288,2.381
-27.17,137.53,2022,1,1,22.73,21.9391,30.12,49.0389,66.831,40.9062,22.8199,11.2056,9.9992,3.8033,2.6989,2.1925,2.9968,3.5716,5.8366,8.7645,16.8687,25.6881,22.4898,11.7344,8.6765,5.1494,2.3969,1.3135,0.8898,0.5757,0.4096,0.2829,0.204,0.1434,0.0982
-44.74,177.67,2022,1,1,22.79,52.5778,24.015,22.4702,10.4377,5.4472,7.6535,30.6131,39.9662,61.2667,56.6528,54.5877,27.2956,3.4415,2.8356,4.0613,4.57,3.841,2.5151,1.8089,1.9762,1.7305,1.5067,1.1077,0.74,0.5,0.3314,0.2036,0.1457,0.1084,0.0767
-44.57,150.63,2022,1,1,22.82,74.0859,60.5512,68.2421,68.35,76.1798,63.9468,64.2245,47.5387,24.4197,19.9959,18.2833,10.8535,5.4393,2.4269,1.7707,2.5846,2.9181,2.6736,2.0141,1.3055,1.0224,0.725,0.5368,0.3929,0.3123,0.2591,0.207,0.149,0.1065,0.074
-64.61,-29.76,2022,1,1,22.88,72.6152,45.8178,36.7712,23.3985,15.141,23.7194,24.3955,25.3649,29.3069,33.2831,6.5961,2.2652,0.9001,0.5659,0.5035,0.3344,0.2618,0.2187,0.2231,0.1897,0.1419,0.1303,0.1114,0.0878,0.0726,0.0631,0.0503,0.0386,0.0293,0.0224
-53.54,8.90,2022,1,1,22.91,79.1333,56.5033,64.2292,42.011,24.3178,17.7726,17.5596,19.943,16.0426,2.8997,1.3758,0.9828,0.7367,0.6173,0.4879,0.4646,0.447,0.3846,0.3505,0.3293,0.3206,0.2906,0.2595,0.2171,0.1768,0.1259,0.0897,0.0696,0.0475,0.0311
-47.71,24.10,2022,1,1,22.92,85.6802,90.3666,87.3425,70.4875,19.8492,12.6036,4.6405,14.8563,18.0774,4.098,2.5448,1.6158,0.9141,0.7571,0.6648,0.6132,0.6216,0.6441,0.6618,0.6048,0.5047,0.4504,0.3679,0.3022,0.2586,0.1621,0.0994,0.0759,0.0597,0.044
43.51,164.31,2022,1,1,22.93,72.995,73.9528,51.6115,67.9171,59.8268,54.926,84.0502,51.9936,5.7618,2.9079,1.12,0.6607,0.6845,0.7526,0.5792,0.4277,0.5475,0.6601,0.7627,0.5837,0.4904,0.4443,0.4062,0.3664,0.2804,0.2063,0.1758,0.1357,0.086,0.0646
-69.67,157.85,2022,1,1,22.93,NAN,39.8595,36.7169,36.5879,33.1434,43.737,53.3126,56.8551,52.5264,43.7088,15.0191,4.664,2.3571,1.462,0.9205,0.5209,0.3005,0.2118,0.1251,0.0928,0.0852,0.0729,0.0557,0.0403,0.0341,0.0278,0.0233,0.0194,0.0155,0.0115
-65.65,67.76,2022,1,1,23.01,59.1665,51.7059,24.7224,18.5073,17.5586,16.1407,12.0262,8.8624,5.6768,3.8213,2.2206,1.1068,0.9168,0.9012,0.8912,0.6181,0.521,0.4555,0.3039,0.2628,0.2276,0.1674,0.145,0.1224,0.0933,0.0696,0.0523,0.0421,0.0326,0.0251
69.97,-132.42,2022,1,1,23.02,81.24,85.587,74.5523,51.2273,30.2096,42.3629,36.2253,24.9812,12.8988,8.1624,4.1265,2.7801,2.3031,2.2291,1.8665,1.5206,1.3389,1.2122,1.0999,1.0808,0.9162,0.7983,0.7276,0.7114,0.7355,0.6751,0.5938,0.5566,0.4715,0.3741
82.41,141.41,2022,1,1,23.02,74.5451,53.8929,53.2663,46.1812,36.2828,37.6583,28.5173,26.3251,27.4872,23.9546,28.3917,18.0419,8.7979,6.5942,5.4472,4.6793,4.6154,5.2458,5.4654,6.1113,5.4705,4.3108,3.6101,3.274,2.9431,2.441,1.8892,1.4078,1.0378,0.8182
23.96,157.65,2022,1,1,23.03,63.8748,75.1236,38.3951,4.1195,3.3647,7.1056,8.0425,7.5282,1.6625,3.5193,4.323,5.3948,7.5093,8.0436,9.6094,12.4201,15.0947,22.3298,21.3331,10.4591,4.499,1.8912,1.2613,1.1567,0.7006,0.3957,0.2279,0.1428,0.1108,0.1114
16.23,174.55,2022,1,1,23.06,63.5187,14.7587,2.2926,5.0433,11.2262,9.2241,3.4782,1.0689,1.394,1.682,2.335,2.9624,4.4695,10.359,18.611,25.7518,31.1649,47.5279,33.8492,12.8823,6.8368,2.2174,1.1829,0.7974,0.5358,0.3374,0.2184,0.1889,0.1849,0.1567
-22.23,-9.02,2022,1,1,23.07,70.5988,18.8393,16.3424,8.4476,6.6441,8.3952,5.1265,3.812,9.1262,13.0728,14.63,14.5768,14.0778,11.9965,13.6526,17.1541,17.3338,14.5833,11.434,7.3919,4.1359,2.4236,1.4243,0.8697,0.5972,0.4174,0.2795,0.1879,0.1257,0.0822
6.29,145.40,2022,1,1,23.13,82.3321,64.8058,19.8655,18.5004,10.1252,2.8054,4.1515,3.5776,34.394,44.8815,39.01,44.5666,53.7726,50.6674,58.5543,51.711,57.9168,41.5174,11.8781,10.8664,7.6952,4.2057,1.9482,0.9204,0.6131,0.3698,0.2201,0.1631,0.1214,0.0743
-67.02,-4.78,2022,1,1,23.14,70.6407,55.4916,65.1424,78.6883,73.2578,66.7807,60.4125,60.8299,23.1995,2.6065,1.0299,0.5362,0.421,0.3893,0.3063,0.2398,0.2341,0.1929,0.1747,0.1661,0.1492,0.1305,0.1137,0.1016,0.0815,0.0645,0.0502,0.0395,0.0296,0.0215
42.31,133.55,2022,1,1,23.16,74.495,78.6969,60.7576,45.4888,32.5797,10.9207,24.7036,47.4842,43.4254,8.4602,2.3264,1.0911,1.073,0.8969,0.9142,1.1277,1.5559,1.2114,0.6607,0.606,0.684,0.6761,0.6201,0.498,0.3321,0.2339,0.1994,0.1834,0.1426,0.1001
47.00,147.54,2022,1,1,23.19,67.0072,64.0673,20.2413,18.9988,7.3649,-18.8484,20.3551,46.4743,7.3864,14.2748,3.0834,0.9869,0.6888,0.5963,0.5584,0.5425,0.475,0.5024,0.4555,0.3719,0.384,0.3855,0.333,0.2338,0.2052,0.1845,0.1434,0.1279,0.1165,0.088
1.56,-5.23,2022,1,1,23.19,83.3675,79.0486,73.6688,48.6617,25.9432,11.4378,7.5271,8.1062,26.3477,34.274,47.9814,52.93,43.3192,29.4511,50.9115,44.8985,29.9511,38.4261,19.3403,4.8621,4.4526,4.3652,2.7913,1.8216,1.1089,0.5694,0.267,0.1522,0.0931,0.0587
-53.36,-11.00,2022,1,1,23.2,82.9459,79.2701,64.6963,36.1458,31.062,35.3933,43.4686,8.2947,35.4695,12.3927,2.6142,1.245,0.8382,0.8089,0.7332,0.5695,0.5546,0.5795,0.4268,0.3961,0.3308,0.2739,0.2375,0.2098,0.1808,0.1458,0.1101,0.0794,0.0529,0.0336
28.51,178.59,2022,1,1,23.23,62.3542,22.3387,2.9907,10.0039,8.9801,14.4439,6.1788,2.3296,1.2533,1.2996,0.6269,0.5092,1.1024,2.3698,4.1594,6.3472,9.3535,15.2575,13.9189,9.3416,4.742,2.7044,1.6776,1.094,0.7488,0.4745,0.3293,0.2637,0.1789,0.1158
-22.90,1.30,2022,1,1,23.27,83.8749,30.0918,3.9486,9.0413,11.8565,5.1036,11.2015,10.5558,6.9051,7.7881,12.8392,16.5287,19.9012,15.698,17.5118,21.9743,22.8264,15.8486,9.1062,7.956,3.508,1.8358,1.2366,0.8716,0.6717,0.4303,0.29,0.2007,0.1154,0.0766
-26.97,-41.19,2022,1,1,23.31,70.0662,77.9234,84.0744,61.7515,63.4102,65.6409,71.3132,76.6058,72.6405,64.6372,63.8287,17.9098,4.8854,4.6817,9.6633,10.9995,16.2021,14.2402,13.9574,6.543,3.2066,1.7855,1.1903,0.8452,0.4884,0.2956,0.2323,0.1971,0.1467,0.0973
-33.25,136.29,2022,1,1,23.31,42.5812,34.3361,32.1737,57.0025,51.1616,27.5596,25.1589,15.0133,8.9859,3.6897,1.2463,1.8306,3.2507,4.1886,3.1145,6.5409,10.4241,8.2482,5.8763,5.2131,3.313,1.7257,0.9507,0.8242,0.6324,0.3585,0.2451,0.193,0.1381,0.0887
