,-180.0,-177.5,-175.0,-172.5,-170.0,-167.5,-165.0,-162.5,-160.0,-157.5,-155.0,-152.5,-150.0,-147.5,-145.0,-142.5,-140.0,-137.5,-135.0,-132.5,-130.0,-127.5,-125.0,-122.5,-120.0,-117.5,-115.0,-112.5,-110.0,-107.5,-105.0,-102.5,-100.0,-97.5,-95.0,-92.5,-90.0,-87.5,-85.0,-82.5,-80.0,-77.5,-75.0,-72.5,-70.0,-67.5,-65.0,-62.5,-60.0,-57.5,-55.0,-52.5,-50.0,-47.5,-45.0,-42.5,-40.0,-37.5,-35.0,-32.5,-30.0,-27.5,-25.0,-22.5,-20.0,-17.5,-15.0,-12.5,-10.0,-7.5,-5.0,-2.5,0.0,2.5,5.0,7.5,10.0,12.5,15.0,17.5,20.0,22.5,25.0,27.5,30.0,32.5,35.0,37.5,40.0,42.5,45.0,47.5,50.0,52.5,55.0,57.5,60.0,62.5,65.0,67.5,70.0,72.5,75.0,77.5,80.0,82.5,85.0,87.5,90.0,92.5,95.0,97.5,100.0,102.5,105.0,107.5,110.0,112.5,115.0,117.5,120.0,122.5,125.0,127.5,130.0,132.5,135.0,137.5,140.0,142.5,145.0,147.5,150.0,152.5,155.0,157.5,160.0,162.5,165.0,167.5,170.0,172.5,175.0,177.5
-90.0,78.6631,78.6631,78.6631,78.6631,78.6631,78.6631,78.6631,78.6631,78.6631,78.6631,78.6631,78.6631,78.6631,78.6631,78.6631,78.6631,78.6631,78.6631,71.3923,71.3923,71.3923,71.3923,71.3923,71.3923,71.3923,71.3923,71.3923,71.3923,71.3923,71.3923,71.3923,71.3923,71.3923,71.3923,71.3923,71.3923,71.3923,71.3923,71.3923,71.3923,71.3923,72.1568,72.1568,72.1568,72.1568,72.1568,72.1568,72.1568,72.1568,72.1568,72.1568,-0.6874,-0.6874,-0.6874,-0.6874,-0.6874,-0.6874,-0.6874,-0.6874,-0.6874,-0.6874,-0.6874,-0.6874,-0.6874,-0.6874,-0.6874,-0.6874,-0.6874,-0.6874,-0.6874,-0.6874,-0.6874,-0.6874,-0.6874,-0.6874,-0.6874,-0.6874,-0.6874,-0.6874,-0.6874,-0.6874,-0.6874,-70.4712,-70.4712,-70.4712,-70.4712,-70.4712,-70.4712,-70.4712,-70.4712,-70.4712,-70.4712,-70.4712,-70.4712,-70.4712,-70.4712,-70.4712,49.0864,49.0864,49.0864,49.0864,49.0864,49.0864,49.0864,49.0864,49.0864,49.0864,49.0864,49.0864,49.0864,49.0864,49.0864,49.0864,49.0864,49.0864,49.0864,49.0864,49.0864,49.0864,49.0864,49.0864,49.0864,49.0864,49.0864,49.0864,49.0864,49.0864,49.0864,49.0864,49.0864,49.0864,49.0864,49.0864,49.0864,49.0864,65.212,65.212,65.212,65.212,65.212,65.212,65.212,65.212,65.212
-87.5,65.212,65.212,65.212,65.212,33.8747,33.8747,33.8747,-18.6484,-18.6484,-18.6484,-18.6484,-18.6484,-18.6484,49.5815,49.5815,63.6313,63.6313,-103.4561,-103.4561,54.6264,54.6264,54.6264,54.6264,54.6264,54.6264,65.512,65.512,65.512,65.512,65.512,65.512,65.512,65.512,44.3012,35.5587,35.5587,35.5587,35.5587,35.5587,35.5587,35.5587,35.5587,35.5587,35.5587,35.5587,35.5587,47.47085,47.47085,47.47085,47.47085,47.47085,47.47085,33.6832,33.6832,30.133000000000003,30.133000000000003,30.133000000000003,30.133000000000003,30.133000000000003,30.133000000000003,30.133000000000003,30.133000000000003,30.133000000000003,30.133000000000003,30.133000000000003,30.133000000000003,47.1949,-93.7433,-93.7433,-93.7433,60.9836,60.9836,45.6004,45.6004,45.6004,45.6004,45.6004,45.6004,45.6004,-90.9325,-90.9325,-90.9325,-90.9325,28.9262,28.9262,28.9262,-53.625,-53.625,59.5775,59.5775,59.5775,59.5775,59.5775,59.2032,59.2032,59.2032,59.2032,59.2032,59.2032,59.2032,59.2032,59.2032,59.2032,59.2032,59.2032,59.2032,59.2032,59.2032,59.2032,59.2032,59.2032,59.2032,59.2032,59.2032,59.2032,59.2032,59.2032,59.2032,59.2032,-30.033,-30.033,-30.033,-30.033,83.7871,83.7871,-132.6748,-132.6748,69.0249,-115.5128,-115.5128,-115.5128,-115.5128,-115.5128,-115.5128,-115.5128,-115.5128,-25.3201,-25.3201,-25.3201,-25.3201,-25.3201,-25.3201,-25.3201,-25.3201
-85.0,-25.3201,-25.3201,-25.3201,-25.3201,45.9059,61.0353,40.7751,40.7751,40.7751,40.7751,40.7751,36.2807,36.2807,54.4396,48.8168,48.8168,48.8168,40.5904,40.5904,40.5904,40.5904,40.5904,76.7719,72.274,72.274,72.274,66.1203,54.70103333333333,64.0548,64.0548,46.3617,46.3617,46.3617,46.3617,28.2766,52.47153333333333,52.47153333333333,76.3211,76.3211,36.59265,25.64965,25.64965,63.560900000000004,60.155,60.155,60.155,60.155,40.5949,26.49675,26.49675,26.49675,26.49675,26.49675,26.49675,33.76565,33.76565,55.9652,55.9652,32.70805,22.0534,42.246849999999995,42.246849999999995,53.5822,26.9331,26.9331,30.1727,23.3539,-31.7265,-31.7265,-31.7265,-99.8263,-99.8263,-99.8263,-63.7062,-63.7062,-63.7062,-63.7062,-475.12,-475.12,-333.1681,-333.1681,-214.3483,-214.3483,-214.3483,-214.3483,60.8686,60.8686,60.8686,60.8686,60.8686,60.8686,60.8686,60.8686,60.8686,60.8686,60.8686,60.8686,60.8686,60.8686,60.8686,60.8686,60.8686,60.8686,60.8686,60.8686,60.8686,60.8686,60.8686,60.8686,60.8686,60.8686,60.8686,60.8686,-51.3563,-51.3563,-51.3563,-51.3563,-51.3563,-51.3563,-51.3563,-51.3563,-51.3563,-51.3563,-240.7206,-240.7206,-240.7206,-262.3065,-262.3065,-262.3065,59.89015,59.89015,60.0797,60.0797,60.0797,60.0797,60.0797,60.0797,36.401399999999995,29.715,50.55885,50.55885,50.55885,50.55885,71.4974
-82.5,71.4974,61.3524,61.3524,61.3524,56.6161,65.8803,53.23,20.6827,20.6827,20.6827,20.6827,20.6827,29.7876,29.7876,29.7876,31.3869,68.5023,68.5023,68.5023,68.5023,69.8243,74.92949999999999,74.92949999999999,47.6238,47.6238,65.2068,47.3328,47.3328,47.3328,51.4742,25.46835,25.46835,25.46835,25.46835,25.46835,25.46835,25.46835,13.5901,13.5901,35.3123,35.3123,35.3123,40.760000000000005,11.602,11.602,62.8974,63.7637,41.77335,41.77335,58.5147,51.2163,51.2163,68.6437,68.6437,69.40315000000001,33.467349999999996,33.467349999999996,7.6214,7.6214,69.115,5.3894,85.886,20.7018,20.7018,20.7018,20.7018,20.7018,20.7018,20.7018,20.7018,49.714,-59.3759,33.1667,33.1667,33.1667,-23.7851,19.5802,19.5802,63.4092,65.4745,65.4745,65.4745,65.4745,65.4745,65.4745,65.4745,65.4745,65.4745,65.4745,65.4745,65.4745,65.4745,65.4745,65.4745,65.4745,65.4745,65.4745,65.4745,65.4745,65.4745,65.4745,65.4745,65.4745,65.4745,65.4745,65.4745,65.4745,65.4745,65.4745,65.4745,65.4745,65.4745,65.4745,65.4745,65.4745,65.4745,65.4745,65.4745,65.4745,-69.6405,-69.6405,50.3147,35.5588,58.4356,-134.9862,-153.2905,-153.2905,-153.2905,-153.2905,42.7644,42.7644,42.7644,42.7644,50.6865,50.6865,50.6865,50.6865,35.7487,35.7487,35.7487,35.7487,35.7487,43.6371,44.057
-80.0,44.057,44.057,44.057,65.4771,52.0469,52.0469,41.698449999999994,55.88265,33.8866,66.1444,66.1444,66.1444,66.1444,66.1444,59.2957,59.2957,59.2957,56.9462,56.9462,56.9462,56.9462,56.9462,63.3213,63.3213,63.3213,63.3213,74.9985,74.9985,19.4519,49.3769,49.3769,58.3803,58.3803,58.3803,58.3803,10.0941,35.4108,35.4108,35.4108,35.4108,66.6789,69.7414,50.55255,60.9901,69.7922,57.8412,46.7838,46.7838,46.7838,53.270849999999996,53.270849999999996,53.270849999999996,53.270849999999996,66.5727,76.0634,76.0634,13.1315,42.6622,52.9731,52.9731,34.3602,61.1991,38.563,59.030950000000004,26.52156666666667,26.52156666666667,18.57665,25.137,18.9319,14.3297,52.1198,52.1198,52.1198,52.1198,52.1198,70.517,35.54486666666667,35.54486666666667,35.54486666666667,35.54486666666667,35.54486666666667,35.54486666666667,35.54486666666667,35.54486666666667,35.54486666666667,35.54486666666667,35.54486666666667,35.54486666666667,35.54486666666667,35.54486666666667,35.54486666666667,35.54486666666667,35.54486666666667,35.54486666666667,35.54486666666667,35.54486666666667,35.54486666666667,35.54486666666667,35.54486666666667,35.54486666666667,35.54486666666667,35.54486666666667,35.54486666666667,35.54486666666667,35.54486666666667,35.54486666666667,35.54486666666667,35.54486666666667,35.54486666666667,35.54486666666667,35.54486666666667,35.54486666666667,35.54486666666667,35.54486666666667,35.54486666666667,35.54486666666667,35.54486666666667,35.54486666666667,35.54486666666667,71.574,71.574,71.574,71.574,71.574,-4.964900000000004,61.5245,-24.252233333333333,-24.252233333333333,-24.252233333333333,70.2526,28.0084,45.3913,-1.6635333333333335,51.987449999999995,51.987449999999995,44.0576,71.4254,71.4254,71.4254,50.2161,50.2161,74.6051,74.6051,74.6051
-77.5,74.6051,26.9448,26.9448,63.7485,63.7485,51.9374,71.3142,23.7659,54.3492,54.3492,53.314766666666664,53.314766666666664,56.574,44.5782,44.5782,44.5782,43.6016,43.6016,61.7116,61.7116,38.466,65.02080000000001,65.02080000000001,71.41145,71.7228,71.7228,66.773,15.6519,9.4534,72.825,72.825,72.825,72.5924,72.5924,65.62485000000001,74.4928,74.4928,50.7911,56.0409,59.866,59.866,59.866,65.7823,65.7823,65.7823,65.7823,46.25513333333333,71.3631,51.76343333333333,80.09075,80.09075,80.09075,32.2829,42.90845,39.84726666666666,43.8918,72.9472,49.46,69.1895,47.21,17.005,51.759299999999996,51.759299999999996,39.5741,39.5741,45.4147,45.4147,45.4147,56.0267,72.4954,54.4357,-11.781,-11.781,-11.781,57.52175,-12.4231,-12.4231,-12.4231,-12.4231,-12.4231,-12.4231,-12.4231,-12.4231,-12.4231,-12.4231,-12.4231,-12.4231,-12.4231,-12.4231,-12.4231,-12.4231,-12.4231,-12.4231,-12.4231,56.9094,56.9094,56.9094,56.9094,55.7149,55.7149,55.7149,47.4074,47.4074,47.4074,47.4074,47.4074,47.4074,47.4074,47.4074,47.4074,47.4074,47.4074,47.4074,47.4074,47.4074,47.4074,47.4074,47.4074,47.4074,47.4074,47.4074,47.4074,59.9154,30.8677,-55.1445,-55.1445,-55.1445,15.993,-50.5935,60.0699,-24.498350000000002,-22.3885,69.50534999999999,69.50534999999999,69.50534999999999,29.7417,53.5864,53.5864,64.9131,74.8043,61.8731,61.8731,60.70425,60.70425
-75.0,48.63195,69.8094,69.8094,69.8094,41.71875,48.0488,48.0488,51.9627,58.80433333333334,65.37386666666667,65.01650000000001,71.42115,71.42115,71.42115,71.42115,44.239725,45.981125,71.5478,23.2349,71.3563,71.3563,72.2238,75.4777,68.2446,68.2446,67.9404,75.1534,61.80113333333333,44.308,44.308,78.5073,63.746975,60.44223333333334,63.5206,33.4111,70.4549,70.4549,74.69325,69.6219,69.00495,69.00495,65.51126666666666,74.5671,74.5659,74.5659,74.5659,32.1375,49.2586,58.5734,59.388549999999995,61.9615,66.6468,66.6468,37.6973,12.5991,74.0405,74.0405,74.0405,59.83409999999999,16.725833333333334,16.725833333333334,37.05596666666667,42.9349,42.9349,65.7475,42.689125000000004,42.689125000000004,26.813,37.02795,10.4195,40.2582,40.2582,-16.9024,22.4995,22.4995,22.4995,22.4995,22.4995,22.4995,22.4995,22.4995,22.4995,22.4995,22.4995,22.4995,22.4995,22.4995,22.4995,22.4995,22.4995,22.4995,22.4995,22.4995,22.4995,22.4995,22.4995,22.4995,-1.9928999999999988,58.617349999999995,54.19065,54.19065,54.19065,61.73005,63.2972,63.2972,63.2972,63.2972,63.2972,63.2972,63.2972,63.2972,63.2972,63.2972,63.2972,63.2972,63.2972,63.2972,63.2972,63.2972,63.2972,63.2972,63.2972,63.2972,63.2972,55.5538,55.5538,69.0794,-75.38005,46.2999,46.2999,-52.582375,-52.582375,50.2706,64.6036,53.4485,43.60576666666666,76.8167,70.745,72.8491,66.381,52.96855,52.96855,52.96855,66.1323
-72.5,45.86395,55.748900000000006,66.52323333333334,63.8487,56.110533333333336,70.9339,69.6908,69.443275,69.443275,67.12695,68.098,69.41255000000001,63.1917,65.86937499999999,65.86937499999999,19.1844,71.0077,52.83615,52.83615,67.3848,33.8306,33.8306,47.479499999999994,-4.4341,55.6164,24.3994,24.3994,21.8806,21.8806,21.8806,54.4825,54.4825,49.586,49.586,63.5967,63.5967,63.89216666666667,63.89216666666667,66.46770000000001,68.93193333333333,51.043800000000005,57.41145,63.5627,68.9424,68.9424,68.9424,74.39783333333334,35.93995,66.552,68.80705,68.80705,68.80705,57.38745,77.1913,36.35476666666667,36.35476666666667,58.92940000000001,68.0504,68.0504,73.06593333333333,65.3983,46.16995,6.1916,46.042,70.916,70.916,50.24185714285714,50.24185714285714,15.53915,45.0423,35.42336666666666,30.123433333333335,0.6352,67.0007,41.9076,41.9076,36.7127,36.7127,36.7127,61.8883,67.1437,15.132200000000001,30.029200000000003,30.029200000000003,28.050833333333333,8.8315,26.305300000000003,-58.41323333333333,62.1308,-254.2222,-254.2222,-254.2222,46.306,26.4473,20.851733333333332,20.851733333333332,60.278850000000006,29.717749999999995,31.86255,31.86255,31.86255,31.86255,45.048399999999994,45.048399999999994,38.5522,-150.7529,-150.7529,73.842,40.1763,43.1864,43.1864,43.1864,-9.755,-9.755,-236.62760000000003,-236.62760000000003,-316.8618,34.0314,34.0314,30.3028,41.8268,-449.1222,-321.7366,-321.7366,-125.573,40.7565,40.7565,40.7565,40.7565,-216.8514,28.62485,28.62485,-40.9481,-40.9481,58.507,-30.468649999999997,50.74606666666667,50.74606666666667,51.1948,33.11285,47.134100000000004,71.5029,72.4622,41.4778
-70.0,50.8076,14.4545,74.7802,26.6368,49.899675,49.899675,71.3637,71.3637,77.5952,70.25263333333332,70.25263333333332,23.9199,23.9199,72.9127,31.782899999999998,31.782899999999998,61.0713,53.4998,61.8425,55.14710000000001,58.66865,64.0528,78.8177,62.8602,80.718,72.6167,61.3638,58.1764,60.0767,65.8034,17.3037,68.6018,68.6018,70.30172,69.48814999999999,71.15950000000001,22.0763,22.0763,74.62475,51.105599999999995,70.04513333333334,80.98195000000001,80.98195000000001,51.083525,62.5088,74.3833,74.3833,65.8449,65.8449,81.9476,81.9476,55.873,55.873,39.1542,39.1542,70.90953333333333,57.59485,60.0256,56.1021,57.33206666666666,40.950500000000005,55.404199999999996,48.2405,48.2405,48.2405,46.153600000000004,56.18383333333333,42.68685,64.46796666666667,81.4402,81.4402,59.92,53.29899999999999,30.8856,28.781,3.8778,41.4366,41.4366,18.4361,18.4361,-4.0183,63.09875,84.7023,73.31195,75.2575,57.33116666666666,52.325066666666665,27.5742,21.49795,70.8113,65.654,65.654,67.6435,43.9703,-195.73944999999998,-33.2469,45.8333,-57.26755,48.5194,60.419349999999994,60.419349999999994,62.341100000000004,74.0104,49.1452,11.0684,11.0684,11.0684,11.0684,29.6328,-38.615033333333336,-50.5116,-1.4673499999999997,26.214399999999998,26.214399999999998,-131.5751,-81.07164999999999,83.77053333333333,83.77053333333333,-24.850099999999998,-24.850099999999998,41.77476666666667,41.77476666666667,-38.3725,-38.3725,-163.5344,47.3495,47.3495,46.8176,-27.9821,37.8055,37.8055,37.8055,43.8017,43.3042,13.0057,44.57463333333334,52.9595,46.311899999999994,42.8246,49.7346,65.1371,47.733,47.4887,55.5822
